name,label1,label2,label3
train_00000.npy,0.0,0.0,0.0
train_00001.npy,0.0,0.0,0.0
train_00002.npy,0.0,0.0,0.0
train_00003.npy,0.0,0.0,0.0
train_00004.npy,0.0,0.0,0.0
train_00005.npy,0.0,0.0,0.0
train_00006.npy,0.0,0.0,0.0
train_00007.npy,0.0,0.0,0.0
train_00008.npy,0.0,0.0,0.0
train_00009.npy,0.0,0.0,0.0
train_00010.npy,0.0,0.0,0.0
train_00011.npy,0.0,0.0,0.0
train_00012.npy,0.0,0.0,0.0
train_00013.npy,0.0,0.0,0.0
train_00014.npy,0.0,0.0,0.0
train_00015.npy,0.0,0.0,0.0
train_00016.npy,0.0,0.0,0.0
train_00017.npy,0.0,0.0,0.0
train_00018.npy,0.0,0.0,0.0
train_00019.npy,0.0,0.0,0.0
train_00020.npy,0.0,0.0,0.0
train_00021.npy,0.0,0.0,0.0
train_00022.npy,0.0,0.0,0.0
train_00023.npy,0.0,0.0,0.0
train_00024.npy,0.0,0.0,0.0
train_00025.npy,0.0,0.0,0.0
train_00026.npy,0.0,0.0,0.0
train_00027.npy,0.0,0.0,0.0
train_00028.npy,0.0,0.0,0.0
train_00029.npy,0.0,0.0,0.0
train_00030.npy,0.0,0.0,0.0
train_00031.npy,0.0,0.0,0.0
train_00032.npy,0.0,0.0,0.0
train_00033.npy,0.0,0.0,0.0
train_00034.npy,0.0,0.0,0.0
train_00035.npy,0.0,0.0,0.0
train_00036.npy,0.0,0.0,0.0
train_00037.npy,0.0,0.0,0.0
train_00038.npy,0.0,0.0,0.0
train_00039.npy,0.0,0.0,0.0
train_00040.npy,0.0,0.0,0.0
train_00041.npy,0.0,0.0,0.0
train_00042.npy,0.0,0.0,0.0
train_00043.npy,0.0,0.0,0.0
train_00044.npy,0.0,0.0,0.0
train_00045.npy,0.0,0.0,0.0
train_00046.npy,0.0,0.0,0.0
train_00047.npy,0.0,0.0,0.0
train_00048.npy,0.0,0.0,0.0
train_00049.npy,0.0,0.0,0.0
train_00050.npy,0.0,0.0,0.0
train_00051.npy,0.0,0.0,0.0
train_00052.npy,0.0,0.0,0.0
train_00053.npy,0.0,0.0,0.0
train_00054.npy,0.0,0.0,0.0
train_00055.npy,0.0,0.0,0.0
train_00056.npy,0.0,0.0,0.0
train_00057.npy,0.0,0.0,0.0
train_00058.npy,0.0,0.0,0.0
train_00059.npy,0.0,0.0,0.0
train_00060.npy,0.0,0.0,0.0
train_00061.npy,0.0,0.0,0.0
train_00062.npy,0.0,0.0,0.0
train_00063.npy,0.0,0.0,0.0
train_00064.npy,0.0,0.0,0.0
train_00065.npy,0.0,0.0,0.0
train_00066.npy,0.0,0.0,0.0
train_00067.npy,0.0,0.0,0.0
train_00068.npy,0.0,0.0,0.0
train_00069.npy,0.0,0.0,0.0
train_00070.npy,0.0,0.0,0.0
train_00071.npy,0.0,0.0,0.0
train_00072.npy,0.0,0.0,0.0
train_00073.npy,0.0,0.0,0.0
train_00074.npy,0.0,0.0,0.0
train_00075.npy,0.0,0.0,0.0
train_00076.npy,0.0,0.0,0.0
train_00077.npy,0.0,0.0,0.0
train_00078.npy,0.0,0.0,0.0
train_00079.npy,0.0,0.0,0.0
train_00080.npy,0.0,0.0,0.0
train_00081.npy,0.0,0.0,0.0
train_00082.npy,0.0,0.0,0.0
train_00083.npy,0.0,0.0,0.0
train_00084.npy,0.0,0.0,0.0
train_00085.npy,0.0,0.0,0.0
train_00086.npy,0.0,0.0,0.0
train_00087.npy,0.0,0.0,0.0
train_00088.npy,0.0,0.0,0.0
train_00089.npy,0.0,0.0,0.0
train_00090.npy,0.0,0.0,0.0
train_00091.npy,0.0,0.0,0.0
train_00092.npy,0.0,0.0,0.0
train_00093.npy,0.0,0.0,0.0
train_00094.npy,0.0,0.0,0.0
train_00095.npy,0.0,0.0,0.0
train_00096.npy,0.0,0.0,0.0
train_00097.npy,0.0,0.0,0.0
train_00098.npy,0.0,0.0,0.0
train_00099.npy,0.0,0.0,0.0
train_00100.npy,0.0,0.0,0.0
train_00101.npy,0.0,0.0,0.0
train_00102.npy,0.0,0.0,0.0
train_00103.npy,0.0,0.0,0.0
train_00104.npy,0.0,0.0,0.0
train_00105.npy,0.0,0.0,0.0
train_00106.npy,0.0,0.0,0.0
train_00107.npy,0.0,0.0,0.0
train_00108.npy,0.0,0.0,0.0
train_00109.npy,0.0,0.0,0.0
train_00110.npy,0.0,0.0,0.0
train_00111.npy,0.0,0.0,0.0
train_00112.npy,0.0,0.0,0.0
train_00113.npy,0.0,0.0,0.0
train_00114.npy,0.0,0.0,0.0
train_00115.npy,0.0,0.0,0.0
train_00116.npy,0.0,0.0,0.0
train_00117.npy,0.0,0.0,0.0
train_00118.npy,0.0,0.0,0.0
train_00119.npy,0.0,0.0,0.0
train_00120.npy,0.0,0.0,0.0
train_00121.npy,0.0,0.0,0.0
train_00122.npy,0.0,0.0,0.0
train_00123.npy,0.0,0.0,0.0
train_00124.npy,0.0,0.0,0.0
train_00125.npy,0.0,0.0,0.0
train_00126.npy,0.0,0.0,0.0
train_00127.npy,0.0,0.0,0.0
train_00128.npy,0.0,0.0,0.0
train_00129.npy,0.0,0.0,0.0
train_00130.npy,0.0,0.0,0.0
train_00131.npy,0.0,0.0,0.0
train_00132.npy,0.0,0.0,0.0
train_00133.npy,0.0,0.0,0.0
train_00134.npy,0.0,0.0,0.0
train_00135.npy,0.0,0.0,0.0
train_00136.npy,0.0,0.0,0.0
train_00137.npy,0.0,0.0,0.0
train_00138.npy,0.0,0.0,0.0
train_00139.npy,0.0,0.0,0.0
train_00140.npy,0.0,0.0,0.0
train_00141.npy,0.0,0.0,0.0
train_00142.npy,0.0,0.0,0.0
train_00143.npy,0.0,0.0,0.0
train_00144.npy,0.0,0.0,0.0
train_00145.npy,0.0,0.0,0.0
train_00146.npy,0.0,0.0,0.0
train_00147.npy,0.0,0.0,0.0
train_00148.npy,0.0,0.0,0.0
train_00149.npy,0.0,0.0,0.0
train_00150.npy,0.0,0.0,0.0
train_00151.npy,0.0,0.0,0.0
train_00152.npy,0.0,0.0,0.0
train_00153.npy,0.0,0.0,0.0
train_00154.npy,0.0,0.0,0.0
train_00155.npy,0.0,0.0,0.0
train_00156.npy,0.0,0.0,0.0
train_00157.npy,0.0,0.0,0.0
train_00158.npy,0.0,0.0,0.0
train_00159.npy,0.0,0.0,0.0
train_00160.npy,0.0,0.0,0.0
train_00161.npy,0.0,0.0,0.0
train_00162.npy,0.0,0.0,0.0
train_00163.npy,0.0,0.0,0.0
train_00164.npy,0.0,0.0,0.0
train_00165.npy,0.0,0.0,0.0
train_00166.npy,0.0,0.0,0.0
train_00167.npy,0.0,0.0,0.0
train_00168.npy,0.0,0.0,0.0
train_00169.npy,0.0,0.0,0.0
train_00170.npy,0.0,0.0,0.0
train_00171.npy,0.0,0.0,0.0
train_00172.npy,0.0,0.0,0.0
train_00173.npy,0.0,0.0,0.0
train_00174.npy,0.0,0.0,0.0
train_00175.npy,0.0,0.0,0.0
train_00176.npy,0.0,0.0,0.0
train_00177.npy,0.0,0.0,0.0
train_00178.npy,0.0,0.0,0.0
train_00179.npy,0.0,0.0,0.0
train_00180.npy,0.0,0.0,0.0
train_00181.npy,0.0,0.0,0.0
train_00182.npy,0.0,0.0,0.0
train_00183.npy,0.0,0.0,0.0
train_00184.npy,0.0,0.0,0.0
train_00185.npy,0.0,0.0,0.0
train_00186.npy,0.0,0.0,0.0
train_00187.npy,0.0,0.0,0.0
train_00188.npy,0.0,0.0,0.0
train_00189.npy,0.0,0.0,0.0
